time,energy,error
8.3,4953.4423067299385,2167.6188026291265
8.4,4939.535263615565,3655.984346039233
8.5,4948.140902135137,2689.3660313574
8.6,4938.239457291589,3814.364635637443
8.7,4933.979268829901,4358.736944234452
8.8,4953.225800777601,2187.825712896685
8.9,4964.116420112136,1287.6313055686862
9.0,4941.15557430144,3462.6664357933923
9.1,4933.66023332774,4400.964642129944
9.2,4949.860754440076,2513.9439453183936
9.3,4930.112618651837,4884.246071703592
9.4,4939.444189617768,3667.006171048869
9.5,4936.666733093248,4011.1026970819153
9.6,4926.75756986827,5364.453571601297
9.7,4922.9323770594165,5939.418505711958
9.8,4904.99711342318,9025.548457928116
9.9,4920.858437550844,6263.386906893591
10.0,4933.123765481796,4472.43074333382
10.1,4940.052011690712,3593.7613023305453
10.2,4935.037936364027,4220.069711844233
10.3,4953.937557831711,2121.7485785069434
10.4,4956.319412650938,1907.9937111590423
10.5,4936.342699958778,4052.2518485381356
10.6,4955.770020156847,1956.2911169257347
10.7,4924.235782653713,5740.2166300954605
10.8,4938.235401304414,3814.865652026765
10.9,4925.901203182719,5490.63168976873
11.0,4926.563173180718,5392.967533285221
11.1,4939.67345544586,3639.291977842654
11.2,4936.1629022453735,4075.1750497337375
11.3,4915.679875277201,7109.883433268368
11.4,4922.368265019599,6026.686276067253
11.5,4942.144480728051,3347.261110226822
11.6,4906.598579525294,8723.825346692896
11.7,4928.534929337157,5107.256324845095
11.8,4915.483488720475,7143.040678862047
11.9,4937.312316164744,3929.7457046290656
12.0,4945.769613189441,2940.9348536228667
12.1,4920.112003176824,6382.0920364197555
12.2,4940.325308931596,3561.0687541094767
12.3,4932.730834167359,4525.140671819381
12.4,4922.383972624368,6024.247705574896
12.5,4938.530667975573,3778.4787795292314
12.6,4933.076217955333,4478.792603162086
12.7,4935.030823313192,4220.993919361698
12.8,4928.65280428504,5090.422336388869
12.9,4912.734837755046,7615.208541638128
13.0,4928.310565106105,5139.375075406001
13.1,4932.362316065095,4574.8562880781055
13.2,4952.546359017974,2251.8480424509908
13.3,4926.105062627408,5460.461769299266
13.4,4938.24971310273,3813.0979318951167
13.5,4926.883092524978,5346.082158710979
13.6,4941.178859290614,3459.926594353372
13.7,4963.931606997232,1300.928973802128
13.8,4925.004828155402,5624.275800000813
13.9,4930.76237411905,4793.848837630392
14.0,4934.77505594514,4254.293326959658
14.1,4956.600811688392,1883.4895461063916
14.2,4941.38683657888,3435.502926230882
14.3,4941.857826261481,3380.512367040126
14.4,4952.333466935765,2272.0983743638476
14.5,4934.708558553542,4262.972326156203
14.6,4925.789505236907,5507.197532983093
14.7,4934.6985836086105,4264.2749827216285
14.8,4929.355978109114,4990.577828919923
14.9,4940.984392102579,3482.841975502191
15.0,4948.1612665587045,2687.25428479769
15.1,4937.889731537216,3857.6854485191016
15.2,4928.233122872097,5150.484652691552
15.3,4910.032855795838,8094.087036252434
15.4,4922.7804483288855,5962.859160287916
15.5,4945.163487102531,3007.043146754308
15.6,4936.134933254734,4078.7467503772455
15.7,4939.949167271506,3606.1025113855953
15.8,4935.1007565007585,4211.911806773839
15.9,4930.844197039453,4782.525083117957
16.0,4934.066346308599,4347.24668909755
16.1,4922.0163638438335,6081.447508137365
16.2,4935.003351693521,4224.564291076129
16.3,4955.5225470363275,1978.2438221356977
16.4,4931.94806323121,4631.066097983427
16.5,4942.327720680811,3326.0918018705934
16.6,4969.628031324487,922.456481226344
16.7,4944.304844833826,3101.9503089842115
16.8,4938.884206491018,3735.1402162325603
16.9,4936.717845096052,4004.6311292872874
17.0,4936.515618590183,4030.266682987081
17.1,4974.446137279425,652.9998999419992
17.2,4942.593122606092,3295.549572119181
17.3,4942.616771952273,3292.8348611774704
17.4,4946.868955146607,2822.9079272132776
17.5,4956.567848237356,1886.3518067333425
17.6,4942.807677395114,3270.9617649413203
17.7,4979.171957628998,433.80734900825814
17.8,4921.732890096274,6125.740492681944
17.9,4940.28907213805,3565.3949061350017
18.0,4948.377201809814,2664.9132929846373
18.1,4966.774401842988,1103.9403728912675
18.2,4944.703717287567,3057.678881813307
18.3,4950.519475890504,2448.3222661504547
18.4,4938.9756188040255,3723.9751003516008
18.5,4935.860396267523,4113.888766959132
18.6,4940.189948027007,3577.242317012157
18.7,4946.3000664744195,2883.6828606517633
18.8,4932.164462444028,4601.660155507718
18.9,4953.7228765442005,2141.572155343307
19.0,4963.562787675639,1327.6704419705723
19.1,4938.703056693182,3757.3152587592995
19.2,4944.998093157353,3025.2097563272473
19.3,4962.8640861015565,1379.0761010726094
19.4,4943.190738953727,3227.2921406235564
19.5,4955.596508363785,1971.670069487435
19.6,4971.993248618502,784.3781229450603
19.7,4941.116006762532,3467.3246595901323
19.8,4949.193381782629,2581.312454685661
19.9,4972.220198192499,771.7173884640312
20.0,4985.626501937654,206.59744654825815
20.1,4955.27356029009,2000.4544091241921
20.2,4950.456464548117,2454.561905072002
20.3,4966.203891978672,1142.176917389278
20.4,4950.298598040367,2470.2293567529787
20.5,4951.894458427751,2314.1431299594174
20.6,4972.85334664513,736.9407883694784
20.7,5002.252594685454,5.074182816935219
20.8,4954.569085894339,2063.9679564759504
20.9,4950.898365238715,2410.970536230623
21.0,4954.213066717153,2096.4432594478644
21.1,4970.890003374228,847.391903552434
21.2,4961.422074532883,1488.2563333464332
21.3,4955.77074148836,1956.2273084894955
21.4,4961.998523511654,1444.1122152943344
21.5,4965.671545789701,1178.4427684686118
21.6,4948.6307764261865,2638.797130576441
21.7,4985.425337249333,212.42079429567733
21.8,4950.269403679154,2473.132210426983
21.9,4937.122713069965,3953.5532116819054
22.0,4999.53053849916,0.22039410077115676
22.1,4959.067578109297,1675.4631618385147
22.2,4958.992735816024,1681.595715854407
22.3,4999.256793289753,0.55235621415654
22.4,4979.392901123084,424.6525241229967
22.5,4964.490199627448,1260.9459224984644
22.6,4968.84489980747,970.6402680065811
22.7,4964.152305910617,1285.0571715260112
22.8,4995.412263991673,21.047321682098584
22.9,4992.433891722476,57.24599446721883
23.0,4973.949088460301,678.649992049221
23.1,4963.984533565957,1297.1138224617102
23.2,4961.011403686432,1520.1106425024034
23.3,4968.780151876022,974.6789168842781
23.4,4980.660397703979,374.02021696827774
23.5,4968.52119619151,990.9150892133938
23.6,4959.629306701985,1629.792877362384
23.7,5021.316937344772,454.41181776092486
23.8,4971.319052658718,822.5967403934061
23.9,4968.920625532773,965.9275172741435
24.0,4982.754907117858,297.39322851369644
24.1,4973.4633328229065,704.1947048678303
24.2,4967.181184521053,1077.0746494411592
24.3,4960.260417224994,1579.234439131558
24.4,4980.247630475087,390.1561018487065
24.5,4974.347817523292,658.0344658183158
24.6,4970.009732921958,899.4161194122929
24.7,4944.3339562802175,3098.708423412733
24.8,4962.228484728972,1426.6873658694988
24.9,4972.004993912582,783.7203658345712
25.0,4966.247667185206,1139.219970440592
25.1,4948.781589920322,2623.3255310900195
25.2,4979.601747117257,416.0887206683242
25.3,4980.331892822463,386.83443994709904
25.4,4984.618449642913,236.59209138759647
25.5,4958.117327058071,1754.1582927605775
25.6,4960.234877532776,1581.2649648332904
25.7,4947.209713167982,2786.814383806728
25.8,4966.405939182037,1128.56092224097
25.9,4945.165129750019,3006.8629953322147
26.0,4975.490856740286,600.69810332517
26.1,4979.160615700073,434.27993800003054
26.2,4971.290611140814,824.2290086679658
26.3,4980.117206772316,395.32546653481995
26.4,5009.457594351464,89.44609091683884
26.5,4949.790511640333,2520.9927213395736
26.6,4968.823208066323,971.9923552757949
26.7,4942.039455604878,3359.4247065789395
26.8,4958.463510733666,1725.2799405722608
26.9,4950.183872818082,2481.6465274050383
27.0,4997.855169521566,4.6002977812212
27.1,4971.020470629122,839.8131225575559
27.2,4970.072349966033,895.6642365556312
27.3,4983.086409516112,286.0695430566557
27.4,5004.8761531680975,23.77686971874745
27.5,4980.898258386549,364.8765326670433
27.6,4987.816194903356,148.44510663301784
27.7,4973.315810068268,712.0459923127668
27.8,4978.127912486633,478.3882121923737
27.9,4986.5358598885405,181.2830689410134
28.0,4952.962878589815,2212.490790556497
28.1,4965.080833085405,1219.348218009334
28.2,4941.8963076355185,3376.0390663863063
28.3,4951.227537008491,2378.7531462581346
28.4,4962.0197983905155,1442.495714297092
28.5,4969.506114404878,929.8770586884052
28.6,4952.473328554366,2258.7844987012268
28.7,4958.369923385975,1733.0632788895746
28.8,4926.586612017695,5389.525535040417
28.9,4945.836156630469,2933.7219285590545
29.0,4943.603284657414,3180.5895014326293
29.1,4945.983374089223,2917.795874784857
29.2,4959.033362810936,1678.2653625804332
29.3,4958.841774737755,1693.9995067376813
29.4,4968.323864807244,1003.3775407497674
29.5,4930.9164994914445,4772.53004251559
29.6,4964.838183705517,1236.3533251269905
29.7,4966.457252620128,1125.1159017898965
29.8,4983.19147600584,282.5264788622581
29.9,4964.271673612264,1276.513306468604
30.0,4942.656513893601,3288.2753988347536
30.1,4954.915775855995,2032.5872666668852
30.2,4969.517339131769,929.1926136075568
30.3,4949.580288954723,2542.1472618892203
30.4,4960.691475062806,1545.1601327380267
30.5,4974.49525638082,650.4919470800959
30.6,4973.295559978137,713.1271168812711
30.7,4993.567388733436,41.37848770672586
30.8,4963.420110076538,1338.088346812623
30.9,4967.89784524964,1030.5483396160394
31.0,4949.870462435853,2512.970536395188
31.1,4948.586921124716,2643.3046794361376
31.2,4965.2340517748735,1208.671155992178
31.3,4966.680820100886,1110.1677491495095
31.4,4947.954327837827,2708.7519908124004
31.5,4960.293773093467,1576.584455153063
31.6,4989.653549854599,107.04903061126677
31.7,4961.446542795199,1486.369062442415
31.8,4947.210141553224,2786.7691548306184
31.9,4927.006323281248,5328.076840921661
32.0,4949.83526583197,2516.5005541491173
32.1,4957.466306716411,1809.1150643424194
32.2,4962.0948877161,1436.7975372550707
32.3,4961.989164922123,1444.8235833175909
32.4,4960.795218194322,1537.014916430826
32.5,4976.633185267459,546.0080307448793
32.6,4948.125864963119,2690.925885824559
32.7,4948.928250042918,2608.323643678697
32.8,4952.392699737998,2266.4550382364496
32.9,4974.496164616552,650.4456192660116
33.0,4958.457664649215,1725.7656263970748
33.1,4952.17836136592,2286.909121648537
33.2,4955.424036598676,1987.0165131561644
33.3,4963.738390809669,1314.9043010722976
33.4,4957.847034764603,1776.8724781365502
33.5,4939.033844954282,3716.872061058483
33.6,4955.375705991463,1991.3276157603252
33.7,4961.825275489204,1457.3095914751914
33.8,4953.115271992422,2198.17772034456
33.9,4958.851759794573,1693.1776720035273
34.0,4960.127375722124,1589.826166804645
34.1,4954.9686061938855,2027.8264281213642
34.2,4948.62848094699,2639.032969813786
34.3,4959.200540362128,1664.5959067423573
34.4,4954.42434901569,2077.1399626436746
34.5,4964.395459091331,1267.683333317095
34.6,4963.581856651669,1326.2811649395771
34.7,4986.7779169640435,174.82347980972943
34.8,4980.287748538551,388.5728576794117
34.9,4953.346806993569,2176.5204176953152
35.0,4953.717425355244,2142.0767157474197
35.1,4966.397027440675,1129.1597648227678
35.2,4963.647109168791,1321.5326717858104
35.3,4945.079595052401,3016.2508796082907
35.4,4954.591938042732,2061.8920907150728
35.5,4956.202017681178,1918.2632551998092
35.6,4954.751743519533,2047.4047145221064
35.7,4957.435045405385,1811.7753596416621
35.8,4971.686700406344,801.6429338801072
35.9,4951.117020152205,2389.545718799889
36.0,4939.837729032114,3619.498848013325
36.1,4959.867102927371,1610.649427442235
36.2,4963.564542879419,1327.542535585719
36.3,4965.7175568828925,1175.2859060777118
36.4,4948.4470569887535,2657.7059331208293
36.5,4948.509845046328,2651.2360571531185
36.6,4978.178548509827,476.175745137968
36.7,4945.889241361605,2927.974200422645
36.8,4954.403979947011,2078.997044672569
36.9,4960.710441755478,1543.669387049662
