time,energy,error
16.1,4953.347451266732,2176.4603033099743
16.2,4943.048245702201,3243.5023175968895
16.3,4941.814246347098,3385.581928156239
16.4,4945.775227999884,2940.325898464563
16.5,4940.913938771849,3491.1626314568402
16.6,4963.730928568349,1315.4455425142285
16.7,4934.86568017563,4242.4796189833605
16.8,4961.675977741115,1468.7306820994918
16.9,4936.125642196126,4079.933584857302
17.0,4938.656670435825,3763.0040820190225
17.1,4940.737955916751,3511.9898689249285
17.2,4927.781994776512,5215.440278459745
17.3,4943.625643844775,3178.0680319161133
17.4,4937.817960695441,3866.6060120737343
17.5,4929.387468144926,4986.129654983832
17.6,4920.811615405391,6270.800254703641
17.7,4913.445088377236,7491.752726024476
17.8,4936.476713001311,4035.2079911178616
17.9,4927.489451993827,5257.77957215551
18.0,4935.118979222054,4209.546857188274
18.1,4949.238014090767,2576.7792134491556
18.2,4933.134574057297,4470.985186499105
18.3,4920.062500739268,6390.003788059495
18.4,4911.085332744855,7905.818053093173
18.5,4916.99948621038,6889.085289340836
18.6,4911.387667157076,7852.145531865136
18.7,4954.933155915734,2031.020435715582
18.8,4907.748288821785,8510.378215308867
18.9,4922.65407509862,5982.392098849974
19.0,4927.92267434947,5195.140872932539
19.1,4906.286002376234,8782.313350627193
19.2,4924.943183172406,5633.525752291005
19.3,4921.84116104437,6108.804106892108
19.4,4950.030661868104,2496.9347533397267
19.5,4938.757043202901,3750.6997572513833
19.6,4941.7549244840375,3392.4888218601773
19.7,4922.9025145253945,5944.022266507005
19.8,4952.411049110932,2264.7082467221016
19.9,4961.9761237965095,1445.8151615383745
20.0,4932.086840816871,4612.197190233047
20.1,4930.915943543254,4772.606856518884
20.2,4929.0844189849195,5029.019630706451
20.3,4929.473075750226,4974.047044133404
20.4,4957.395623490796,1815.1328977379774
20.5,4925.381030402521,5567.990623789497
20.6,4950.607186784955,2439.6499972963193
20.7,4968.858536850838,969.7907270705905
20.8,4955.5924087770245,1972.0341582268904
20.9,4946.208398068618,2893.5364383442156
21.0,4935.034276725524,4220.54520057576
21.1,4937.854741208968,3862.0331902042985
21.2,4934.51828444685,4287.85507178365
21.3,4933.840542833244,4377.073772599769
21.4,4921.3368058987535,6187.898106210385
21.5,4929.9828170732435,4902.405904998883
21.6,4921.844901535093,6108.2194160592435
21.7,4953.371373692841,2174.2287912926627
21.8,4933.2409387269545,4456.772262058246
21.9,4935.127335331332,4208.462621213474
22.0,4934.185410705396,4331.56016401741
22.1,4915.344442766477,7166.563370518256
22.2,4946.5582157861945,2856.024299954948
22.3,4918.060611156785,6714.063443999596
22.4,4932.130951277278,4606.207774527247
22.5,4942.871437027074,3263.6727073516145
22.6,4942.789022794529,3273.095912804917
22.7,4925.418705875362,5562.369433305715
22.8,4923.029633405803,5924.437333645078
22.9,4928.056699795284,5175.838444345925
23.0,4899.7131694634745,10057.448379061781
23.1,4923.816476753461,5803.929214255972
23.2,4916.332079674243,7000.320891637259
23.3,4906.518989267463,8738.699367576615
23.4,4920.922569172973,6253.240066203169
23.5,4928.412326162092,5124.79504552275
23.6,4939.190901433223,3697.7464685039777
23.7,4912.984942297856,7571.620266907463
23.8,4918.075597103154,6711.60779000475
23.9,4930.4400880361045,4838.581352424892
24.0,4920.633905578012,6298.976943799952
24.1,4922.586618819166,5992.831585849138
24.2,4936.42927844616,4041.2366388758037
24.3,4923.614370782566,5834.764350943328
24.4,4906.557082767404,8731.578780937843
24.5,4899.919707030084,10016.06504094416
24.6,4909.59654978765,8172.783810296924
24.7,4924.255014511805,5737.302826606901
24.8,4908.902874225863,8298.686324308874
24.9,4922.117161479228,6065.736536052594
25.0,4933.081324758132,4478.109096126622
25.1,4930.036294326635,4894.920111549307
25.2,4927.870236268773,5202.702815922671
25.3,4910.322252476357,8042.098400914279
25.4,4936.898433136376,3981.8077406443726
25.5,4924.317807088206,5727.79432393802
25.6,4933.26140134377,4454.040550597391
25.7,4912.086325981964,7728.814079349434
25.8,4934.064366498527,4347.507765240528
25.9,4913.9226144023305,7409.316311329879
26.0,4918.144274607741,6700.359779492923
26.1,4925.454147540855,5557.084118860607
26.2,4918.7340369734875,6604.156746626498
26.3,4958.116290784214,1754.2450976725538
26.4,4918.71473771058,6607.293865459762
26.5,4914.52026470237,7306.785146552928
26.6,4912.743456634357,7613.704360120295
26.7,4909.766387684901,8142.104791431582
26.8,4920.9812793330575,6243.958215840285
26.9,4907.78967630687,8502.743795591774
27.0,4916.845039057332,6914.747529376702
27.1,4919.728918591315,6443.446510519727
27.2,4942.005821748441,3363.3247110735847
27.3,4927.67114938317,5231.4626315517235
27.4,4902.013113254784,9601.429974019786
27.5,4932.741160966374,4523.751428151201
27.6,4913.903290624776,7412.6433652418245
27.7,4904.596573190305,9101.81384703279
27.8,4917.810616169877,6755.094814375285
27.9,4932.625899202233,4539.269458307656
28.0,4931.587022956766,4680.33542791802
28.1,4919.014531311985,6558.64613861751
28.2,4932.289377403117,4584.7284124574935
28.3,4918.337580161425,6668.75081389173
28.4,4953.315768332962,2179.4174863416874
28.5,4925.753975756494,5512.472115967329
28.6,4940.176965680664,3578.7954351724925
28.7,4930.551444106903,4823.101915636668
28.8,4927.290054807586,5286.736129883866
28.9,4928.1990373005565,5155.378244566879
29.0,4928.185550177718,5157.315203277039
29.1,4938.505364892764,3781.590146972079
29.2,4929.013377191719,5039.100617725164
29.3,4933.197433902483,4462.582837213158
29.4,4949.550329655275,2545.1692378914086
29.5,4907.911879543419,8480.221929225816
29.6,4941.469301594855,3425.842655794032
29.7,4938.25672184999,3812.2323967095217
29.8,4942.3683461427,3321.4075263276513
29.9,4948.873469735057,2613.9220969320945
30.0,4942.114240151568,3350.7611932303325
30.1,4951.757899137867,2327.300295592229
30.2,4947.1353039642945,2794.676086947536
30.3,4944.707916304247,3057.2145194181335
30.4,4962.895021257536,1376.7794474786735
30.5,4947.4269887426035,2763.9215126703393
30.6,4927.604299307214,5241.1374787994255
30.7,4945.029103073166,3021.799508940611
30.8,4943.600666894639,3180.8847747294367
30.9,4949.463383172979,2553.9496403211556
31.0,4932.231976024652,4592.505073523357
31.1,4943.056628464022,3242.547561884459
31.2,4937.340875191643,3926.1659217492424
31.3,4944.697076885292,3058.4133050313476
31.4,4956.64662282909,1879.51531212317
31.5,4942.972013330464,3252.1912635808217
31.6,4946.933716633322,2816.0304303526045
31.7,4934.797430013153,4251.375132889716
31.8,4953.989386379922,2116.976565696144
31.9,4964.917469420809,1230.7839518398976
32.0,4923.10854820121,5912.295359725585
32.1,4912.243514606537,7701.200728613042
32.2,4920.333837137902,6346.69750517028
32.3,4935.43168843162,4169.066858791344
32.4,4926.172281757207,5450.5319809372
32.5,4932.219527040481,4594.1925146161
32.6,4911.511783643622,7830.164433933156
32.7,4933.827745445257,4378.767272857669
32.8,4968.419980116669,997.2976558315978
32.9,4945.157294374866,3007.722360285097
33.0,4944.688207415789,3059.3943988787464
33.1,4963.059215216485,1364.6215804219419
33.2,4948.151000150391,2688.318785404738
33.3,4944.153551794943,3118.8257771200842
33.4,4934.573638300631,4280.608805216712
33.5,4951.448440849084,2357.25389598486
33.6,4944.001857535574,3135.7919594661116
33.7,4940.934539985961,3488.728566670012
33.8,4948.38271498824,2664.344111985267
33.9,4940.435777307481,3547.8966249640252
34.0,4951.0906390239525,2392.1255910853215
34.1,4940.229285016259,3572.5383696675553
34.2,4936.41892857587,4042.5526434402864
34.3,4937.626746009521,3890.422813360753
34.4,4947.034790000063,2805.3134703373876
34.5,4952.791206171256,2228.670214764866
34.6,4928.644764858848,5091.569582049058
34.7,4952.314961183102,2273.862926969046
34.8,4937.88362035737,3858.4446199073273
34.9,4946.281805856158,2885.64438207551
