ECM\Algoritmo,Beeman,GP,VelocityVerlet
1.0E-6,7.547490125519151E-13,2.5695298876177858E-12,1.0892445749393248E-10
1.0E-6
Analytic,Beeman,Gear Predictor,VelocityVerlet
1.0,0.9999992857379252,0.9999992857009886,0.999999285572449
0.9999278622957579,0.9999271456702367,0.999927140907407,0.9999271265944947
0.9998543065299902,0.9998535875420462,0.9998535780528648,0.9998535495586118
0.9997793330103346,0.9997786116609949,0.9997785974464884,0.9997785547724788
0.9997029420464101,0.9997022183367054,0.9997021993979065,0.999702142545755
0.9996251339498166,0.9996244078807797,0.9996243842187278,0.9996243131900802
0.9995459090341335,0.9995451806068021,0.9995451522225428,0.9995450670190736
0.9994652676149197,0.9994645368303341,0.9994645037249189,0.9994644043483352
0.999383210009712,0.9993824768689151,0.9993824390434031,0.9993823254954406
0.999299736538025,0.9992990010420639,0.9992989584975206,0.999298830779945
0.9992148475213501,0.9992141096712747,0.9992140624087722,0.9992139205233808
0.9991285432831551,0.9991278030800189,0.9991277511006348,0.9991275950492554
0.9990408241488828,0.9990400815937427,0.9990400248985619,0.9990398546830523
0.9989516904459511,0.9989509455398669,0.9989508841299809,0.998950699752228
0.9988611425037514,0.9988603952477864,0.9988603291242929,0.9988601305862147
0.9987691806536483,0.998768431048864,0.9987683602128781,0.9987681475164184
0.9986758052289791,0.9986750532764518,0.9986749777290838,0.9986747508762144
0.9985810165650525,0.9985802622658525,0.9985801820082219,0.9985799410009523
0.998484814999148,0.9984840583543529,0.9984839733875815,0.9984837182279519
0.9983872008705151,0.9983864418812046,0.9983863522064237,0.9983860828965025
0.9982881745203732,0.9982874131876294,0.9982873188059769,0.9982870353478639
0.99818773629191,0.9981869726168193,0.9981868735294381,0.9981865759252632
0.9980858865302805,0.9980851205139326,0.9980850167219721,0.9980847049738957
0.9979826255826072,0.9979818572260946,0.9979817487307108,0.997981422840924
0.9978779537979792,0.9978771831023977,0.9978770699047536,0.9978767298754758
0.9977718715274503,0.9977710984938997,0.9977709805951634,0.997770626428647
0.9976643791240393,0.9976636037536221,0.9976634811549697,0.9976631128534953
0.9975554769427293,0.9975546992365513,0.9975545719391651,0.9975541895050434
0.9974451653404659,0.9974443852996352,0.9974442533047052,0.9974438567402762
0.9973334446761574,0.9973326623017862,0.997332525610507,0.9973321149181427
0.9972203153106733,0.9972195306038777,0.9972193892174502,0.9972189643995534
0.9971057776068444,0.9971049905687431,0.9971048444883753,0.997104405547378
0.9969898319294611,0.996989042561176,0.9969888917880818,0.9969884387264465
0.9968724786452727,0.9968716869479289,0.9968715314833304,0.9968710643035481
0.9967537181229872,0.9967529240977139,0.9967527639428373,0.9967522826474307
0.99663355073327,0.9966327543811988,0.9966325895372786,0.9966320941287999
0.9965119768487433,0.9965111781710084,0.9965110086392851,0.996510499120318
0.996388996843985,0.996388195841726,0.9963880216234454,0.9963874979966012
0.9962646110955282,0.9962638077698868,0.9962636288663014,0.9962630911342235
0.9961388199818606,0.9961380143339822,0.99613783074635,0.9961372789117118
0.9960116238834226,0.9960108159144541,0.9960106276440431,0.996010061709547
0.995883023182608,0.9958822128937015,0.995882019941783,0.9958814399101619
0.9957530182637622,0.9957522056560713,0.9957520080239246,0.995751413897941
0.995621609513181,0.9956207945878638,0.9956205922767736,0.995619984059221
0.9954887973191113,0.9954879800773291,0.9954877730885865,0.9954871507822881
0.9953545820717485,0.9953537625146656,0.9953535508495691,0.9953529144573771
0.9952189641632371,0.9952181422920213,0.9952179259518747,0.9952172754766723
0.9950819439876687,0.9950811198034906,0.9950808987896046,0.9950802342343055
0.9949435219410823,0.9949426954451157,0.9949424697588065,0.9949417911263543
0.9948036984214621,0.9948028696148838,0.9948026392574753,0.9948019465508433
0.9946624738287382,0.9946616427127287,0.9946614076855514,0.9946607009077421
0.9945198485647844,0.9945190151405267,0.9945187754449177,0.9945180545989634
0.9943758230334179,0.9943749873020999,0.9943747429394005,0.9943740080283647
0.994230397640399,0.9942295596032102,0.9942293105747689,0.9942285616017457
0.9940835727934292,0.9940827324515638,0.9940824787587361,0.9940817157268472
0.9939353489021512,0.9939345062568049,0.9939342479009532,0.9939334708133518
0.993785726378147,0.9937848814305192,0.993784618413012,0.9937838272728802
0.9936347056349386,0.993633858386233,0.9936335907084437,0.9936327855189949
0.9934822870879857,0.9934814375394081,0.9934811652027188,0.993480345967195
0.9933284711546853,0.9933276193074454,0.9933273423132426,0.9933265090349164
0.9931732582543714,0.993172404109682,0.9931721224593596,0.9931712751415324
0.9930166488083131,0.9930157923673898,0.9930155060623472,0.9930146447083518
0.9928586432397145,0.9928577845037764,0.99285749354542,0.9928566181586186
0.9926992419737135,0.9926983809439835,0.9926980853337254,0.9926971959175099
0.9925384454373812,0.9925375821150834,0.9925372818543443,0.9925363784121352
0.9923762540597204,0.992375388446084,0.9923750835362882,0.9923741660715371
0.9922126682716652,0.9922118003679227,0.9922114908105009,0.9922105593266889
0.9920476885060805,0.992046818313466,0.9920465041098572,0.9920455586104958
0.9918813151977599,0.991880442717512,0.9918801238691594,0.9918791643577901
0.9917135487834259,0.9917126740167864,0.9917123505251413,0.9917113770053337
0.9915443897017288,0.9915435126499421,0.9915431845164604,0.9915421969918158
0.9913738383932451,0.9913729590575582,0.9913726262837043,0.9913716247578532
0.9912018953004779,0.9912010136821412,0.9912006762693831,0.9911996607459902
0.9910285608678542,0.9910276769681229,0.9910273349179383,0.9910263054006874
0.9908538355417259,0.9908529493618576,0.9908526026757281,0.9908515591683383
0.9906777197703674,0.9906768313116229,0.9906764799910367,0.9906754224972574
0.9905002140039758,0.9904993232676178,0.9904989673140708,0.9904978958376803
0.990321318694669,0.9903204256819648,0.9903200650969574,0.9903189796417643
0.9901410342964851,0.9901401390087052,0.9901397737937442,0.990138674363587
0.9899593612653825,0.989958463703801,0.9899580938603998,0.989956980459146
0.989776300059237,0.9897754002251294,0.9897750257548088,0.9897738983863558
0.9895918511378428,0.9895909490324891,0.9895905699367745,0.9895894286050494
0.9894060149629101,0.9894051105875927,0.9894047268680177,0.9894035715769764
0.9892187919980653,0.9892178853540705,0.9892174970121737,0.9892163277658016
0.9890301827088492,0.9890292737974659,0.9890288808347922,0.9890276976371052
0.9888401875627166,0.9888392763852367,0.9888388788033377,0.9888376816583818
0.9886488070290351,0.9886478935867545,0.9886474913871873,0.9886462802990374
0.9884560415790843,0.988455125873302,0.9884547190576297,0.988453494030391
0.9882618916860548,0.9882609737180725,0.9882605622878653,0.9882593233256716
0.9880663578250473,0.98806543759617,0.9880650215530039,0.9880637686600193
0.9878694404730711,0.9878685179846067,0.9878680973300656,0.9878668305104835
0.9876711401090446,0.9876702153623046,0.9876697900979764,0.9876685093560192
0.9874714572137923,0.9874705302100911,0.9874701003375713,0.9874688056774906
0.9872703922700458,0.9872694630107004,0.9872690285315908,0.9872677199576679
0.9870679457624412,0.9870670142487733,0.9870665751646803,0.9870652526812271
0.9868641181775196,0.9868631844108519,0.98686274072339,0.9868614043347479
0.986658910003725,0.9866579739853851,0.986657525696175,0.9866561754067122
0.9864523217314036,0.9864513834627221,0.9864509305733892,0.9864495663875058
0.9862443538528037,0.9862434133351132,0.9862429558472903,0.9862415777694163
0.9860350068620733,0.9860340640967111,0.986033602012036,0.9860322100466294
0.9858242812552601,0.9858233362435659,0.9858228695636833,0.9858214637152315
0.9856121775303102,0.9856112302736321,0.9856107590001884,0.9856093392732082
0.9853986961870673,0.9853977466867452,0.985397270821403,0.985395837220441
0.9851838377272714,0.9851828859846529,0.9851824055290772,0.9851809580587099
0.984967602654558,0.9849666486709965,0.9849661636268557,0.9849647022916881
0.9847499914744574,0.9847490352513077,0.9847485456202787,0.9847470704249448
0.984531004694393,0.9845300462330132,0.9845295520167776,0.9845280629659428
0.9843106428236811,0.9843096821254332,0.9843091833256792,0.9843076804240358
0.9840889063735293,0.9840879434397782,0.9840874400582001,0.9840859233104705
0.9838657958570355,0.9838648306891487,0.983864322727447,0.9838627921383843
0.9836413117891877,0.9836403443885353,0.9836398318484182,0.9836382874228019
0.983415454686862,0.9834144850548179,0.9834139679379983,0.9834124096806386
0.9831882250688221,0.9831872532067637,0.9831867315149598,0.9831851594306983
0.9829596234557182,0.9829586493650257,0.9829581230999632,0.9829565371936668
0.9827296503700857,0.982728674052143,0.9827281432155528,0.982726543492121
0.9824983063363452,0.9824973277925385,0.9824967923861584,0.9824951788505182
0.9822655918807998,0.9822646111125182,0.9822640711380924,0.9822624437951997
0.9820315075316359,0.9820305245402718,0.9820299799995508,0.9820283388543907
0.9817960538189205,0.9817950686058698,0.9817945195006093,0.9817928645581969
0.9815592312746018,0.9815582438412628,0.9815576901732258,0.9815560214386045
0.9813210404325067,0.9813200507802821,0.9813194925512361,0.9813178100294804
0.9810814818283405,0.9810804899586355,0.981079927170355,0.9810782308665666
0.9808405559996861,0.9808395619139083,0.9808389945681742,0.9808372844874852
0.9805982634860024,0.9805972671855627,0.9805966952841622,0.9805949714317325
0.9803546048286238,0.9803536063149368,0.9803530298596623,0.9803512922406818
0.9801095805707583,0.9801085798452417,0.980107998837892,0.9801062474575795
0.9798631912574876,0.9798621883215622,0.9798616027639426,0.9798598376275445
0.9796154374357651,0.9796144322908548,0.9796138421847759,0.9796120632975696
0.9793663196544151,0.979365312301946,0.9793647176492255,0.979362925016517
0.9791158384641327,0.9791148289055338,0.9791142297079964,0.9791124233351194
0.9788639944174813,0.978862982654186,0.9788623789136603,0.9788605588059823
0.9786107880688918,0.9786097741023363,0.9786091658206575,0.9786073319835696
0.9783562199746626,0.9783552038062855,0.9783545909852966,0.9783527434242184
0.9781002906929576,0.9780992723242007,0.978098654965749,0.9780967936861317
0.9778430007838053,0.9778419802161138,0.9778413583220537,0.9778394833293764
0.977584350809098,0.97758332804392,0.9775827016161104,0.9775808129158826
0.9773243413325902,0.9773233163713768,0.9773226854116847,0.9773207830094424
0.9770629729198983,0.9770619457641043,0.9770613102744015,0.9770593941757109
0.976800246138499,0.976799216789581,0.9767985767717464,0.9767966469822033
0.9765361615577279,0.976535130017147,0.9765344854730639,0.976532541998293
0.9762707197487795,0.9762696860179991,0.9762690369495578,0.9762670797952109
0.9760039212847049,0.9760028853651914,0.976002231774289,0.976000260946048
0.9757357667404116,0.9757347286336341,0.9757340705221742,0.975732086025749
0.9754662566926622,0.9754652164000935,0.9754645537699835,0.9754625556111143
0.9751953917200729,0.9751943492431896,0.9751936820963433,0.9751916702807972
0.9749231724031129,0.9749221277433949,0.9749214560817318,0.9749194306153058
0.9746495993241027,0.9746485524830308,0.9746478763084784,0.9746458371969992
0.9743746730672143,0.9743736240462727,0.9743729433607652,0.974370890610086
0.9740983942184684,0.9740973430191443,0.9740966578246206,0.9740945914406254
0.9738207633657346,0.9738197099895195,0.9738190202879231,0.973816940276524
0.9735417810987297,0.9735407255471175,0.9735400313403995,0.9735379377075368
0.9732614480090165,0.9732603902835051,0.9732596915736212,0.9732575843252644
0.972979764690003,0.9729787047920914,0.9729780015810056,0.9729758807231514
0.9726967317369417,0.9726956696681331,0.9726949619578135,0.9726928274964894
0.9724123497469273,0.9724112855087279,0.9724105733011491,0.9724084252424098
0.9721266193188962,0.9721255529128151,0.9721248362099586,0.9721226745598878
0.9718395410536264,0.9718384724811754,0.9718377512850278,0.9718355760497379
0.9715511155537341,0.9715500448164285,0.9715493191289829,0.9715471303146155
0.9712613434236753,0.971260270523033,0.9712595403462885,0.9712573379590121
0.970970225269742,0.9709691502072848,0.9709684155432452,0.9709661995892587
0.9706777617000633,0.9706766844773144,0.9706759453279913,0.9706737158135201
0.9703839533246026,0.9703828739430898,0.9703821303104995,0.9703798872417995
0.9700888007551578,0.9700877192164109,0.9700869711025761,0.9700847144859319
0.969792304605359,0.969791220910911,0.9697904683178609,0.9697881981595837
0.9694944654906684,0.9694933796420557,0.9694926225718241,0.9694903388782556
0.9691952840283783,0.9691941960271405,0.9691934344817682,0.9691911372592765
0.9688947608376105,0.9688936706852896,0.9688929046668231,0.9688905939218057
0.9685928965393149,0.968591804237456,0.9685910337479479,0.9685887094868308
0.9682896917562686,0.9682885973064201,0.9682878223479292,0.9682854845771666
0.9679851471130743,0.9679840505167877,0.9679832710913776,0.9679809198174524
0.9676792632361595,0.9676781644949892,0.9676773806047302,0.9676750158341535
0.9673720407537754,0.9673709398692784,0.967370151516247,0.9673677732555584
0.9670634802959958,0.9670623772697318,0.9670615844560104,0.9670591927117779
0.9667535824947151,0.9667524773282471,0.9667516800559244,0.9667492748347434
0.9664423479836485,0.966441240678544,0.9664404389497125,0.9664380202582079
0.9661297773983298,0.9661286679561569,0.9661278617729171,0.9661254296177418
0.9658158713761105,0.9658147597984416,0.9658139491628992,0.9658115035507344
0.9655006305561588,0.9654995168445692,0.9654987017588356,0.9654962426963908
0.9651840555794581,0.965182939735526,0.965182120201719,0.9651796476957313
